node_id,cluster_id
1,0
8,0
21,0
30,0
43,0
46,0
49,0
50,0
53,0
70,0
79,0
115,0
117,0
129,0
133,0
135,0
136,0
139,0
149,0
174,0
221,0
244,0
258,0
261,0
269,0
276,0
284,0
349,0
373,0
515,0
519,0
520,0
521,0
524,0
528,0
529,0
535,0
540,0
541,0
542,0
547,0
556,0
562,0
563,0
564,0
570,0
571,0
574,0
584,0
587,0
590,0
609,0
610,0
612,0
616,0
617,0
622,0
624,0
625,0
627,0
637,0
659,0
675,0
681,0
682,0
688,0
689,0
690,0
706,0
709,0
711,0
715,0
716,0
731,0
732,0
743,0
757,0
762,0
769,0
774,0
778,0
784,0
816,0
822,0
850,0
856,0
857,0
876,0
884,0
1021,0
1238,0
1162,0
45,1
55,1
513,1
539,1
582,1
583,1
604,1
1134,1
1178,1
1423,1
1611,1
1699,1
1701,1
1702,1
1705,1
1738,1
11,2
13,2
14,2
37,2
38,2
48,2
51,2
72,2
74,2
96,2
134,2
137,2
140,2
257,2
262,2
282,2
283,2
305,2
355,2
360,2
385,2
391,2
402,2
511,2
517,2
522,2
527,2
531,2
533,2
534,2
537,2
538,2
543,2
544,2
555,2
557,2
558,2
559,2
560,2
566,2
567,2
568,2
577,2
579,2
589,2
591,2
592,2
593,2
594,2
597,2
620,2
631,2
640,2
644,2
650,2
655,2
656,2
663,2
678,2
680,2
686,2
699,2
701,2
885,2
888,2
894,2
900,2
907,2
914,2
929,2
937,2
940,2
970,2
978,2
982,2
987,2
1093,2
1106,2
1153,2
1158,2
1239,2
1249,2
1250,2
1251,2
1252,2
1293,2
1315,2
1359,2
1360,2
1387,2
1388,2
1422,2
1428,2
1430,2
1439,2
1442,2
1446,2
1481,2
1485,2
1487,2
1491,2
1495,2
1505,2
1558,2
1559,2
1679,2
1683,2
1740,2
1806,2
1807,2
1818,2
1848,2
1857,2
1935,2
1939,2
1940,2
1941,2
1972,2
1980,2
2053,2
2058,2
2112,2
2113,2
2186,2
2189,2
2219,2
2225,2
2283,2
2312,2
2340,2
2342,2
2370,2
2460,2
