node_id,cluster_id
8,0
20,0
21,0
30,0
39,0
43,0
49,0
50,0
53,0
70,0
79,0
115,0
117,0
129,0
131,0
133,0
135,0
136,0
139,0
149,0
154,0
174,0
195,0
221,0
238,0
244,0
258,0
261,0
269,0
276,0
284,0
349,0
373,0
192,0
757,0
1016,0
850,0
624,0
1222,0
161,0
254,0
451,0
514,0
515,0
529,0
535,0
540,0
541,0
542,0
547,0
548,0
562,0
563,0
564,0
570,0
571,0
586,0
610,0
616,0
617,0
675,0
684,0
687,0
689,0
690,0
706,0
709,0
711,0
713,0
715,0
718,0
731,0
732,0
735,0
743,0
769,0
774,0
784,0
800,0
810,0
831,0
839,0
853,0
876,0
884,0
953,0
1008,0
1023,0
1026,0
1043,0
1119,0
1162,0
1185,0
1213,0
1230,0
1398,0
1460,0
1471,0
2118,0
2335,0
2597,0
589,0
1047,0
1239,0
1360,0
1481,0
1534,0
2308,0
1406,0
15,0
716,0
728,0
816,0
1098,0
18,0
805,0
1046,0
22,0
123,0
184,0
185,0
231,0
574,0
770,0
798,0
928,0
1025,0
1040,0
1048,0
1264,0
1296,0
1314,0
1579,0
520,0
521,0
524,0
622,0
637,0
659,0
681,0
688,0
40,0
84,0
422,0
612,0
1009,0
1521,0
519,0
556,0
588,0
590,0
625,0
627,0
954,0
1021,0
1038,0
1171,0
1238,0
1538,0
1099,0
181,0
355,0
609,0
652,0
1037,0
1067,0
1069,0
1510,0
1583,0
751,0
793,0
113,0
768,0
82,0
121,0
320,0
528,0
554,0
565,0
587,0
626,0
630,0
710,0
762,0
778,0
799,0
812,0
822,0
842,0
856,0
910,0
950,0
1172,0
1189,0
1228,0
1243,0
1283,0
1299,0
1327,0
1437,0
1459,0
1477,0
1508,0
1512,0
1514,0
1535,0
1536,0
635,0
680,0
553,0
598,0
691,0
615,0
619,0
1659,0
62,0
1364,0
838,0
68,0
2007,0
197,0
546,0
1118,0
1195,0
1307,0
1805,0
523,0
549,0
752,0
794,0
857,0
1034,0
1080,0
1184,0
1248,0
1520,0
1566,0
2012,0
2296,0
2383,0
869,0
2122,0
1311,0
1522,0
225,0
291,0
358,0
476,0
1233,0
1244,0
725,0
126,0
1318,0
262,0
480,0
1131,0
1240,0
1252,0
1395,0
1424,0
1672,0
2008,0
348,0
879,0
960,0
1249,0
1250,0
1319,0
1434,0
1439,0
847,0
572,0
153,0
512,0
802,0
1017,0
189,0
2021,0
721,0
878,0
811,0
729,0
1013,0
207,0
236,0
1221,0
1227,0
855,0
1251,0
259,0
1179,0
1999,0
275,0
712,0
777,0
788,0
818,0
834,0
861,0
1104,0
1284,0
1578,0
776,0
1313,0
1573,0
450,0
1188,0
1304,0
2233,0
2501,0
1174,0
1673,0
736,0
1051,0
1074,0
1100,0
1101,0
1186,0
720,0
2127,0
1078,0
737,0
824,0
1055,0
1056,0
819,0
27,1
175,1
2386,1
1440,1
63,2
58,2
717,2
3394,2
724,2
1123,2
3393,2
3462,2
155,3
2639,3
166,4
3493,4
230,5
3758,5
298,6
304,6
306,7
308,7
307,8
3646,8
324,9
1562,9
1408,9
2458,9
3200,9
3201,9
3202,9
371,10
3727,10
393,11
654,11
3634,11
3635,11
6,12
704,12
2321,12
1476,12
3453,12
3045,12
3701,12
862,13
1525,13
1290,13
2115,13
1154,13
3589,13
1247,14
1524,14
1911,15
3650,15
3747,15
3770,15
2000,16
3461,16
2638,17
3556,17
2641,18
2032,18
2536,19
345,19
342,19
573,19
3430,19
346,19
3191,19
3242,19
2387,20
1020,20
2144,20
1567,20
3246,21
2560,21
2194,21
2148,21
2671,21
2843,21
3469,21
3726,21
2662,21
1386,22
3771,22
2010,23
3700,23
2151,24
394,24
895,24
3402,24
3403,24
3404,24
3595,24
3596,24
1012,25
3109,25
23,26
2395,26
3467,26
301,27
957,27
1354,28
1265,28
1542,29
3455,29
3456,29
1577,30
3711,30
1730,31
3571,31
1732,32
3713,32
3714,32
600,33
3660,33
607,34
3598,34
657,35
3613,35
679,36
3420,36
3581,36
3580,36
696,37
3152,37
3400,37
409,38
1266,38
3312,38
3782,38
3313,38
3314,38
931,39
1496,39
1479,40
518,40
1489,41
2582,41
1355,42
1409,42
2168,43
3158,43
3087,43
3374,43
3675,43
1517,44
3115,44
165,44
1094,44
1090,44
2299,44
2400,44
3514,44
3515,44
100,45
2626,45
2767,45
844,45
1060,45
866,45
452,46
1320,46
1539,46
2097,46
2106,46
2230,46
3506,46
3647,46
2229,47
1223,47
1950,48
3491,48
750,49
328,49
3431,49
920,50
1436,50
3698,50
1270,51
1274,51
1275,51
1273,51
2237,51
1269,51
1271,51
1272,51
923,52
3599,52
3600,52
972,53
973,53
2660,53
3014,53
3632,53
3715,53
176,54
815,54
3293,54
3766,54
2101,55
795,55
439,55
2823,55
727,55
881,55
3548,55
3327,55
191,56
1015,56
3110,57
3706,57
2104,58
2227,58
2870,58
1565,59
2607,59
250,60
1614,60
2908,60
252,61
2472,61
3614,61
3725,61
3702,61
3221,62
2103,62
2988,63
1180,63
2236,63
760,63
1135,63
3381,63
3382,63
3383,63
1670,64
1686,64
1568,65
1357,65
1665,65
3449,65
1031,66
1105,66
1974,67
3579,67
2221,68
3728,68
