node_id,cluster_id
0,2
1,2
4,2
7,62
8,0
10,23
17,2
20,0
21,0
27,119
30,0
31,2
32,19
34,2
35,40
39,0
41,18
43,0
46,1
47,2
49,0
50,0
52,2
53,0
54,2
61,48
63,96
70,0
72,20
73,2
78,23
79,0
80,1
86,2
87,23
97,23
108,35
111,2
112,18
115,0
116,2
117,0
124,20
125,2
129,0
131,0
132,29
133,0
135,0
136,0
139,0
141,19
142,19
143,2
145,29
147,45
149,0
151,29
152,2
154,0
155,180
156,2
158,2
164,2
166,168
170,2
173,23
174,0
175,119
179,2
180,2
188,23
193,35
194,2
195,0
196,67
203,2
211,2
212,2
214,2
221,0
226,2
228,2
230,169
232,2
233,2
234,19
235,23
237,2
238,0
239,29
240,2
244,0
246,48
249,64
251,2
255,2
258,0
261,0
269,0
274,20
276,0
278,48
281,18
284,0
286,2
287,67
290,20
292,20
293,20
294,2
296,2
297,20
298,157
299,19
300,26
304,157
306,170
307,158
308,170
309,35
310,2
321,2
322,2
323,19
324,101
325,2
330,20
331,20
333,2
335,2
336,2
340,2
349,0
352,2
353,19
354,18
363,2
364,2
365,29
367,59
368,29
371,162
372,59
373,0
375,65
376,2
377,59
378,18
380,29
382,2
384,43
387,72
390,2
392,29
393,115
395,29
397,2
398,48
400,2
401,2
403,2
404,2
405,2
408,2
411,2
418,23
420,2
421,2
430,2
431,43
433,2
434,13
435,2
437,2
438,2
442,2
445,2
447,2
448,6
449,2
453,2
456,2
457,2
458,2
461,2
463,2
464,2
466,2
468,2
475,2
477,2
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,2
489,2
491,2
493,2
494,2
496,2
497,2
500,2
501,2
503,2
504,2
508,2
2,62
192,0
215,62
753,62
757,0
1016,0
1143,62
3320,62
3,71
89,71
850,0
6,100
624,0
704,100
1222,0
2321,100
37,18
38,19
1630,62
1688,67
1907,62
1959,56
2922,62
58,96
161,0
254,0
451,0
514,0
515,0
529,0
535,0
540,0
541,0
542,0
547,0
548,0
562,0
563,0
564,0
570,0
571,0
584,1
586,0
610,0
616,0
617,0
636,7
675,0
682,5
684,0
687,0
689,0
690,0
706,0
709,0
711,0
713,0
715,0
718,0
731,0
732,0
735,0
743,0
769,0
774,0
784,0
800,0
810,0
831,0
839,0
853,0
862,106
876,0
884,0
953,0
1008,0
1023,0
1026,0
1043,0
1119,0
1162,0
1185,0
1213,0
1230,0
1247,199
1398,0
1460,0
1471,0
1525,106
1911,113
1955,3
2000,179
2118,0
2335,0
2597,0
2638,166
2641,146
9,68
2589,68
2950,68
3279,68
2896,23
2898,23
11,8
104,8
383,75
579,13
620,15
905,8
1422,75
1442,12
1485,37
1808,8
1869,21
1903,8
1929,8
1939,8
2056,8
2098,12
2609,12
2610,8
2611,8
2612,8
2613,8
2614,8
2615,8
2617,11
2618,8
2619,8
13,26
94,44
282,26
283,26
302,26
465,26
589,0
1003,81
1047,0
1237,26
1239,0
1321,26
1360,0
1475,50
1481,0
1534,0
2107,31
2308,0
2438,26
2536,93
2850,26
2852,26
2923,26
2924,26
14,40
96,13
134,50
137,7
522,6
594,7
1368,40
1399,40
1406,0
1562,101
1997,40
2160,40
3129,40
3130,74
3131,40
3132,40
15,0
178,68
716,0
728,0
816,0
1098,0
2387,118
3246,91
18,0
805,0
1014,41
1046,0
22,0
123,0
184,0
185,0
231,0
574,0
701,28
770,0
798,0
928,0
1025,0
1040,0
1048,0
1134,1
1264,0
1296,0
1314,0
1386,147
1579,0
1734,1
2598,71
2601,41
48,4
520,0
521,0
524,0
530,32
551,4
622,0
637,0
659,0
677,4
681,0
688,0
1000,4
2010,206
2149,34
2150,4
2151,98
2152,13
2153,27
2154,16
2155,28
25,68
40,0
84,0
422,0
612,0
1009,0
1012,159
1521,0
23,130
2395,130
26,81
880,81
1071,3
2386,119
29,81
618,81
1278,81
44,26
519,0
556,0
588,0
590,0
625,0
627,0
954,0
1021,0
1038,0
1171,0
1238,0
1538,0
1922,6
2169,19
33,48
83,38
338,48
1099,0
1887,48
2462,52
3390,48
534,4
544,4
555,11
890,33
1093,11
1432,20
1679,30
1683,11
1860,20
1871,18
1872,18
1873,18
1874,29
1875,18
1876,18
1878,18
1880,18
1881,18
1882,18
1883,11
1885,18
1888,18
1889,18
1891,19
1894,18
1897,18
1898,18
1899,18
1900,18
1901,19
1902,18
1904,65
